OpenROAD v2.0-17013-gf7f634f88 
Features included (+) or not (-): +Charts +GPU +GUI +Python
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
[INFO ORD-0030] Using 32 thread(s).
[WARNING PDN-0231] pll is not connected to any power/ground nets.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_378/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_377/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_377/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_376/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_376/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_375/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_375/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_374/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_374/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_373/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_373/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_372/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_372/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_371/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_371/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_370/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_370/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_369/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_369/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_368/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_368/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_367/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_367/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_366/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_366/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_365/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_365/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_364/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_364/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_363/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_363/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_362/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_362/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_361/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_361/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_360/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_360/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_359/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_359/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_358/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_358/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_357/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_357/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_356/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_356/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_355/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_355/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_354/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_354/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_353/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_353/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_352/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_352/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_351/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_351/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_350/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_350/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_349/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_349/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_348/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_348/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_347/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_347/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_346/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_346/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_345/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_345/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_344/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_344/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_343/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_343/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_342/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_342/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_341/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_341/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_340/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_340/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_339/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_339/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_338/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_338/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_337/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_337/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_336/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_336/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_335/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_335/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_334/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_334/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_333/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_333/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_332/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_332/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_331/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_331/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_330/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_330/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_329/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_329/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_328/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_328/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_327/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_327/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_326/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_326/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_325/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_325/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_324/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_324/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_323/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_323/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_322/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_322/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_321/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_321/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_320/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_320/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_319/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_319/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_318/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_318/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_317/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_317/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_316/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_316/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_315/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_315/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_314/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_314/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_313/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_313/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_312/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_312/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_311/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_311/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_310/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_310/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_309/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_309/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_308/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_308/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_307/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_307/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_306/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_306/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_305/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_305/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_304/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_304/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_303/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_303/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_302/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_302/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_301/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_301/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_300/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_300/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_299/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_299/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_298/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_298/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_297/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_297/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_296/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_296/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_295/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_295/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_294/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_294/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_293/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_293/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_292/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_292/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_291/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_291/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_290/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_290/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_289/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_289/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_288/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_288/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_287/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_287/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_286/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_286/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_285/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_285/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_284/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_3_284/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_283/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_283/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_282/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_282/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_281/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_281/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_280/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_280/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_279/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_279/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_278/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_278/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_277/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_277/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_276/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_276/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_275/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_275/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_274/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_274/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_273/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_273/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_272/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_272/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_271/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_271/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_270/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_270/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_269/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_269/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_268/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_268/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_267/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_267/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_266/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_266/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_265/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_265/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_264/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_264/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_263/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_263/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_262/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_262/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_261/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_261/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_260/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_260/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_259/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_259/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_258/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_258/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_257/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_257/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_256/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_256/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_255/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_255/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_254/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_254/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_253/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_253/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_252/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_252/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_251/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_251/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_250/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_250/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_249/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_249/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_248/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_248/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_247/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_247/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_246/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_246/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_245/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_245/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_244/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_244/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_243/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_243/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_242/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_242/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_241/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_241/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_240/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_240/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_239/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_239/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_238/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_238/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_237/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_237/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_236/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_236/VPWR is not connected to any net.
